gender,race/ethnicity,parental level of education,test preparation course,math score,reading score,writing score,current_score,study_hours_per_week,attendance_rate,participation_level,homework_completion,extracurricular_activities,sleep_hours_per_night,internet_access,previous_grade
female,group E,associate's degree,none,51,51,54,52.0,7.0,78.8,medium,rarely,no,6.3,yes,D
female,group C,associate's degree,completed,62,76,80,72.67,13.4,99.5,medium,often,no,6.0,yes,B
female,group E,associate's degree,completed,93,100,95,96.0,21.2,93.7,medium,always,yes,7.3,yes,A
male,group C,high school,none,54,72,59,61.67,13.4,81.4,low,often,yes,6.4,no,C
female,group D,some college,none,69,65,74,69.33,7.6,84.5,low,sometimes,no,6.8,yes,D
male,group D,high school,none,44,51,48,47.67,5.3,79.7,low,sometimes,no,5.1,yes,D
female,group E,some college,completed,86,85,91,87.33,33.1,91.6,high,always,yes,8.0,yes,A
female,group E,associate's degree,none,85,92,85,87.33,21.5,100.0,high,always,yes,7.3,yes,B
female,group A,master's degree,none,50,67,73,63.33,13.7,93.6,medium,rarely,no,6.3,yes,C
male,group D,some high school,completed,88,74,75,79.0,19.3,100.0,high,often,yes,8.2,yes,A
female,group E,associate's degree,none,59,62,69,63.33,14.6,98.9,low,often,no,6.9,yes,C
female,group E,some high school,none,32,34,38,34.67,7.8,79.8,low,sometimes,no,5.1,no,D
male,group B,high school,none,36,29,27,30.67,4.1,75.1,low,sometimes,yes,6.5,yes,D
female,group B,some high school,completed,63,78,79,73.33,19.9,99.9,medium,often,yes,6.8,yes,B
male,group D,associate's degree,completed,67,54,63,61.33,7.3,98.9,medium,sometimes,no,7.2,yes,C
female,group D,some high school,completed,65,78,82,75.0,15.0,88.5,high,often,yes,8.5,no,C
male,group D,master's degree,none,85,84,89,86.0,22.4,91.4,high,often,no,7.4,yes,A
female,group C,master's degree,none,73,78,74,75.0,13.8,100.0,medium,sometimes,yes,8.0,yes,B
female,group A,high school,completed,34,48,41,41.0,6.5,88.0,medium,sometimes,no,5.5,yes,D
female,group D,bachelor's degree,completed,93,100,100,97.67,32.9,100.0,high,often,no,7.8,yes,A
female,group D,some high school,none,67,84,84,78.33,10.5,97.0,medium,often,yes,8.7,yes,B
male,group D,some college,none,88,77,77,80.67,18.2,100.0,medium,often,yes,7.1,yes,B
male,group B,high school,none,57,48,51,52.0,3.3,93.6,high,sometimes,yes,6.8,yes,D
female,group D,some college,completed,79,84,91,84.67,10.5,89.1,high,often,yes,7.4,yes,A
female,group C,bachelor's degree,none,67,75,72,71.33,18.1,85.4,low,often,no,6.7,yes,C
male,group E,bachelor's degree,completed,70,64,70,68.0,11.4,83.1,medium,often,yes,6.2,yes,C
male,group D,bachelor's degree,none,50,42,48,46.67,6.6,76.6,low,sometimes,yes,6.0,yes,C
female,group A,some college,none,69,84,82,78.33,19.5,100.0,high,sometimes,yes,8.0,yes,C
female,group C,bachelor's degree,completed,52,61,66,59.67,6.6,89.6,low,sometimes,yes,5.9,yes,F
female,group C,bachelor's degree,completed,47,62,66,58.33,5.4,97.7,high,sometimes,no,5.1,no,D
female,group B,associate's degree,none,46,61,55,54.0,4.4,85.3,low,sometimes,yes,6.3,yes,F
female,group E,some college,none,68,70,66,68.0,7.5,93.3,medium,often,yes,6.4,yes,C
male,group E,bachelor's degree,completed,100,100,100,100.0,18.8,100.0,high,always,no,8.0,yes,A
female,group C,high school,none,44,61,52,52.33,2.4,82.8,medium,rarely,no,5.8,yes,D
female,group C,associate's degree,completed,57,77,80,71.33,15.1,89.1,medium,often,no,7.9,yes,A
male,group B,some college,completed,91,96,91,92.67,24.9,100.0,medium,always,no,8.9,yes,B
male,group D,high school,none,69,70,67,68.67,12.0,92.0,medium,often,no,6.7,yes,C
female,group C,high school,none,35,53,46,44.67,3.5,92.9,low,sometimes,yes,6.2,yes,C
male,group D,high school,none,72,66,66,68.0,10.3,90.7,medium,rarely,no,6.3,no,C
female,group B,associate's degree,none,54,65,65,61.33,11.9,87.0,low,often,yes,6.8,yes,B
male,group D,high school,none,74,70,69,71.0,18.1,94.4,medium,sometimes,yes,7.8,yes,B
male,group E,some high school,completed,74,64,60,66.0,5.7,95.8,medium,sometimes,yes,6.4,yes,D
male,group E,associate's degree,none,64,56,52,57.33,6.8,91.1,medium,sometimes,yes,6.7,yes,D
female,group D,high school,completed,65,61,71,65.67,8.0,85.5,low,often,yes,7.4,yes,C
male,group E,associate's degree,completed,46,43,44,44.33,5.8,82.1,low,rarely,no,6.3,yes,D
female,group C,some high school,none,48,56,51,51.67,3.5,81.4,low,sometimes,yes,5.5,yes,C
male,group C,some college,completed,67,74,70,70.33,16.4,84.9,low,always,yes,7.4,yes,B
male,group D,some college,none,62,57,62,60.33,11.5,82.4,medium,sometimes,yes,7.2,no,D
male,group D,associate's degree,completed,61,71,73,68.33,11.1,90.9,medium,sometimes,no,6.7,no,C
male,group C,bachelor's degree,completed,70,75,74,73.0,13.7,92.0,high,always,no,6.7,no,A
male,group C,associate's degree,completed,98,87,90,91.67,32.4,100.0,high,always,yes,7.0,no,A
male,group D,some college,none,70,63,58,63.67,8.4,84.0,medium,sometimes,no,7.4,yes,D
male,group A,associate's degree,none,67,57,53,59.0,11.0,95.8,low,sometimes,yes,6.1,no,C
female,group E,high school,none,57,58,57,57.33,5.7,96.1,low,sometimes,no,6.7,yes,C
male,group D,some college,completed,85,81,85,83.67,15.6,100.0,high,often,yes,8.9,no,B
male,group D,some high school,completed,77,68,69,71.33,10.2,86.0,medium,always,yes,6.5,yes,A
male,group C,master's degree,completed,72,66,72,70.0,13.7,93.4,medium,always,yes,7.2,yes,B
female,group D,master's degree,none,78,91,96,88.33,27.8,94.6,medium,often,yes,8.0,no,B
male,group C,high school,none,81,66,64,70.33,17.9,90.5,medium,often,yes,6.1,yes,C
male,group A,some high school,completed,61,62,61,61.33,6.7,81.4,medium,sometimes,no,7.4,no,C
female,group B,high school,none,58,68,61,62.33,11.6,90.1,medium,sometimes,yes,7.0,yes,D
female,group C,associate's degree,none,54,61,58,57.67,12.4,92.5,low,often,no,6.8,no,C
male,group B,high school,none,82,82,80,81.33,18.2,87.9,high,often,yes,8.5,yes,A
female,group D,some college,none,49,58,60,55.67,10.8,92.8,high,often,no,5.8,yes,C
male,group B,some high school,completed,49,50,52,50.33,6.3,90.3,medium,sometimes,no,5.1,yes,F
female,group E,high school,completed,57,75,73,68.33,12.2,100.0,low,often,yes,6.0,no,C
male,group E,high school,none,94,73,71,79.33,16.7,90.0,medium,always,yes,8.3,yes,B
female,group D,some college,completed,75,77,83,78.33,13.4,90.3,medium,sometimes,no,7.8,yes,B
female,group E,some high school,none,74,74,72,73.33,13.2,99.3,high,often,no,7.1,yes,B
male,group C,high school,completed,58,52,54,54.67,6.1,91.2,high,rarely,no,6.5,yes,D
female,group C,some college,none,62,69,69,66.67,8.3,100.0,medium,rarely,yes,7.2,yes,B
male,group E,associate's degree,none,72,57,62,63.67,9.5,87.9,medium,sometimes,yes,7.4,yes,C
male,group C,some college,none,84,87,81,84.0,13.2,99.8,medium,sometimes,yes,8.6,yes,B
female,group D,master's degree,none,92,100,100,97.33,29.3,100.0,high,always,yes,8.2,yes,A
female,group D,high school,none,45,63,59,55.67,8.6,84.1,medium,sometimes,no,5.7,yes,D
male,group C,high school,none,75,81,71,75.67,18.8,95.8,medium,often,no,8.9,yes,A
female,group A,some college,none,56,58,64,59.33,14.4,90.4,medium,sometimes,yes,6.5,yes,D
female,group D,some high school,none,48,54,53,51.67,4.4,94.0,low,sometimes,yes,6.2,no,D
female,group E,associate's degree,none,100,100,100,100.0,23.3,100.0,high,always,no,8.5,yes,A
female,group C,some high school,completed,65,76,75,72.0,10.5,84.6,medium,always,no,7.7,yes,B
male,group D,some college,none,72,57,58,62.33,7.4,89.7,low,often,yes,7.8,yes,D
female,group D,some college,none,62,70,72,68.0,10.5,100.0,low,often,no,6.3,yes,C
male,group A,some high school,completed,66,68,64,66.0,14.3,92.8,medium,rarely,yes,7.6,yes,C
male,group C,some college,none,63,63,60,62.0,14.1,84.8,medium,rarely,no,6.3,yes,C
female,group E,associate's degree,none,68,76,67,70.33,14.6,95.4,low,always,yes,7.3,yes,B
female,group B,bachelor's degree,none,75,84,80,79.67,11.3,95.1,medium,always,yes,8.8,no,A
female,group D,bachelor's degree,none,89,100,100,96.33,27.3,93.9,high,always,yes,8.2,yes,A
male,group C,some high school,completed,78,72,69,73.0,11.0,98.7,medium,always,yes,6.6,yes,A
female,group A,high school,completed,53,50,60,54.33,4.7,94.2,high,rarely,no,5.1,no,C
female,group D,some college,none,49,65,61,58.33,14.4,89.2,low,often,yes,6.2,yes,C
female,group A,some college,none,54,63,67,61.33,9.3,93.5,medium,rarely,no,6.3,yes,C
female,group C,some college,completed,64,82,77,74.33,10.4,87.2,high,often,yes,6.2,yes,C
male,group B,some college,completed,60,62,60,60.67,7.6,80.6,low,rarely,yes,6.9,yes,C
male,group C,associate's degree,none,62,65,58,61.67,7.5,99.4,high,sometimes,yes,6.8,yes,C
male,group D,high school,completed,55,41,48,48.0,5.6,93.1,medium,rarely,no,5.2,yes,D
female,group C,associate's degree,none,91,95,94,93.33,19.1,100.0,medium,always,yes,8.4,yes,B
female,group B,high school,none,8,24,23,18.33,6.5,74.9,low,rarely,no,6.2,no,D
male,group D,some high school,none,81,78,78,79.0,11.2,86.6,medium,always,no,7.6,yes,B
male,group B,some high school,completed,79,85,86,83.33,14.1,92.4,medium,sometimes,yes,7.4,yes,A
female,group A,some college,completed,78,87,91,85.33,21.3,100.0,medium,always,yes,7.0,no,A
female,group C,some high school,none,74,75,82,77.0,19.4,100.0,medium,often,yes,7.8,yes,A
male,group A,high school,none,57,51,54,54.0,2.4,87.1,medium,sometimes,yes,6.6,yes,D
female,group C,associate's degree,none,40,59,51,50.0,4.5,84.7,low,rarely,no,5.9,yes,F
male,group E,some high school,completed,81,75,76,77.33,17.1,95.6,medium,always,yes,7.4,yes,C
female,group A,some high school,none,44,45,45,44.67,2.4,94.7,low,sometimes,yes,6.0,no,D
female,group D,some college,completed,67,86,83,78.67,15.4,87.2,low,often,yes,7.2,yes,B
male,group E,high school,completed,86,81,75,80.67,16.5,100.0,medium,sometimes,no,7.5,no,B
female,group B,some high school,completed,65,82,78,75.0,17.7,88.4,high,always,yes,7.7,yes,A
female,group D,associate's degree,none,55,76,76,69.0,10.1,94.7,medium,sometimes,yes,7.3,no,B
female,group D,bachelor's degree,none,62,72,74,69.33,8.8,85.9,medium,often,no,6.6,no,B
male,group A,high school,none,63,63,62,62.67,11.0,82.0,high,sometimes,no,7.7,yes,B
female,group E,master's degree,completed,88,99,95,94.0,32.6,97.6,medium,always,yes,7.1,yes,A
male,group C,high school,none,62,55,55,57.33,9.2,97.0,high,sometimes,yes,6.8,yes,C
female,group C,high school,completed,59,71,65,65.0,14.2,96.8,high,often,yes,6.4,yes,C
female,group D,some college,completed,68,78,77,74.33,14.4,100.0,high,often,no,7.7,yes,B
female,group D,some college,none,77,86,86,83.0,12.7,94.0,medium,often,yes,7.9,no,A
male,group A,master's degree,none,76,69,81,75.33,25.8,87.5,low,sometimes,yes,5.4,yes,F
male,group E,associate's degree,completed,59,64,52,58.33,10.5,87.7,low,rarely,yes,5.2,yes,F
male,group E,high school,none,89,100,91,93.33,24.3,90.9,low,always,no,6.9,yes,B
female,group C,some college,completed,76,88,70,78.0,29.8,92.1,low,often,yes,6.6,yes,D
male,group C,some college,none,92,88,100,93.33,19.3,92.2,low,always,yes,6.4,no,A
female,group E,some college,completed,84,84,63,77.0,5.3,70.9,high,rarely,yes,8.4,yes,C
male,group B,some high school,none,66,45,71,60.67,3.4,88.2,medium,always,no,6.8,yes,C
female,group B,master's degree,none,95,98,86,93.0,6.6,65.1,high,rarely,yes,5.7,yes,B
female,group D,some college,completed,100,92,100,97.33,13.1,69.4,high,often,yes,6.9,yes,A
female,group D,some college,completed,68,71,75,71.33,7.6,98.6,low,often,yes,5.1,no,D
female,group B,some college,completed,93,75,86,84.67,16.4,76.6,low,often,no,7.9,no,C
male,group B,bachelor's degree,none,59,61,58,59.33,21.3,74.8,low,rarely,yes,6.9,yes,B
female,group E,some high school,none,85,100,100,95.0,24.5,86.4,medium,always,no,8.8,yes,A
female,group C,some high school,none,73,49,52,58.0,16.6,83.4,medium,sometimes,no,8.9,yes,C
male,group E,some high school,none,85,75,97,85.67,16.5,83.4,high,sometimes,yes,8.3,no,B
male,group E,some college,none,79,71,65,71.67,21.9,67.9,low,rarely,no,7.0,no,B
male,group B,bachelor's degree,completed,100,92,90,94.0,34.1,86.5,low,always,yes,6.6,yes,B
female,group E,high school,none,83,72,64,73.0,19.5,71.6,high,always,yes,7.5,yes,C
female,group C,associate's degree,none,69,64,75,69.33,6.2,97.3,low,sometimes,yes,8.5,yes,C
male,group E,bachelor's degree,completed,100,100,93,97.67,14.3,87.3,high,sometimes,yes,5.3,yes,A
male,group A,some high school,none,70,42,51,54.33,6.0,88.1,low,sometimes,no,7.6,no,B
male,group E,bachelor's degree,none,100,88,100,96.0,32.4,72.8,low,always,no,6.0,yes,A
male,group D,some college,none,94,100,100,98.0,28.2,67.3,medium,always,yes,7.8,yes,A
female,group C,some high school,completed,41,31,50,40.67,6.2,76.8,low,sometimes,no,6.9,yes,D
male,group C,associate's degree,completed,74,68,78,73.33,16.4,67.8,low,always,yes,8.3,yes,F
male,group A,high school,completed,50,47,51,49.33,11.5,69.4,medium,always,no,7.9,yes,D
male,group B,associate's degree,completed,64,85,72,73.67,4.3,99.8,medium,often,no,6.2,no,D
female,group B,high school,none,61,66,64,63.67,14.0,94.9,low,rarely,yes,6.6,no,A
male,group E,associate's degree,completed,38,45,60,47.67,24.4,71.6,low,rarely,yes,7.3,yes,F
male,group B,associate's degree,completed,62,69,65,65.33,14.4,86.6,high,sometimes,yes,6.0,yes,D
female,group C,high school,none,63,67,69,66.33,7.7,90.4,low,often,no,5.1,yes,C
female,group C,some high school,completed,40,37,61,46.0,12.3,71.8,medium,rarely,yes,7.9,yes,F
female,group B,some college,completed,66,65,55,62.0,13.5,82.1,low,often,no,6.4,yes,D
female,group E,master's degree,completed,100,100,100,100.0,16.9,91.9,high,often,yes,7.4,yes,C
male,group A,master's degree,completed,85,97,94,92.0,22.8,66.1,medium,often,yes,7.8,no,B
female,group E,associate's degree,none,94,98,99,97.0,24.1,68.6,low,rarely,no,7.4,no,A
male,group C,high school,none,81,100,91,90.67,2.4,84.9,low,always,no,6.7,yes,A
male,group B,bachelor's degree,completed,85,100,85,90.0,28.2,63.4,medium,sometimes,no,5.7,yes,A
female,group C,some high school,none,41,34,33,36.0,23.7,74.6,low,sometimes,yes,7.4,no,F
female,group E,master's degree,completed,96,95,84,91.67,21.4,80.8,low,sometimes,yes,8.0,no,A
male,group C,associate's degree,completed,98,100,93,97.0,13.1,99.0,medium,sometimes,yes,8.5,no,A
female,group B,high school,none,89,70,74,77.67,2.6,63.0,medium,often,yes,7.0,yes,A
male,group D,some college,none,57,81,80,72.67,27.5,93.7,low,often,no,7.5,no,F
female,group A,some high school,none,28,28,33,29.67,10.5,88.3,low,often,yes,5.9,yes,F
female,group C,master's degree,none,53,71,64,62.67,15.8,80.3,medium,rarely,no,6.9,yes,C
male,group D,some high school,completed,75,64,81,73.33,11.9,94.7,medium,always,yes,8.0,no,F
female,group A,master's degree,none,77,100,99,92.0,8.8,77.6,high,often,no,5.3,no,D
female,group E,high school,completed,85,96,86,89.0,17.3,89.8,medium,always,yes,7.5,no,D
male,group C,some college,completed,100,94,83,92.33,33.1,79.5,medium,often,no,6.9,no,D
male,group E,associate's degree,completed,85,99,100,94.67,17.4,98.7,high,rarely,no,8.0,no,A
male,group C,high school,completed,48,51,50,49.67,29.4,62.0,low,rarely,yes,8.4,yes,D
male,group D,associate's degree,completed,88,92,98,92.67,19.5,62.1,high,always,no,5.6,no,B
male,group A,some high school,none,54,38,40,44.0,19.1,90.5,low,sometimes,no,6.8,yes,F
male,group A,associate's degree,completed,69,63,64,65.33,16.4,75.9,medium,often,no,8.0,no,F
female,group B,master's degree,none,70,76,58,68.0,21.0,76.9,medium,often,yes,7.1,no,F
female,group B,some college,none,69,85,69,74.33,18.2,99.0,low,often,yes,6.3,no,C
female,group E,some high school,completed,90,86,98,91.33,33.7,88.6,low,sometimes,no,8.2,yes,B
male,group D,associate's degree,none,100,98,91,96.33,33.6,80.0,high,always,no,8.7,yes,B
female,group D,bachelor's degree,completed,90,100,87,92.33,2.1,69.7,high,always,no,7.0,yes,C
female,group D,associate's degree,completed,74,80,62,72.0,16.9,65.3,medium,sometimes,no,5.2,no,D
male,group D,some college,none,43,48,42,44.33,20.9,70.1,high,sometimes,no,5.9,yes,F
male,group D,bachelor's degree,completed,100,86,100,95.33,34.5,72.3,low,always,yes,5.5,no,B
male,group C,associate's degree,none,72,66,61,66.33,33.7,69.9,low,always,no,6.8,no,D
female,group D,some college,completed,77,73,82,77.33,8.8,86.2,medium,rarely,yes,6.7,no,B
male,group A,some high school,completed,61,54,69,61.33,5.9,91.4,low,rarely,yes,7.7,yes,B
female,group A,bachelor's degree,completed,76,95,93,88.0,6.7,85.7,medium,often,no,6.5,yes,F
male,group B,some college,completed,68,71,64,67.67,10.9,92.1,high,rarely,no,9.0,no,D
male,group A,bachelor's degree,completed,63,84,79,75.33,2.5,68.8,low,often,yes,6.1,yes,C
female,group C,some high school,none,49,56,77,60.67,4.8,86.0,low,always,no,7.6,yes,D
female,group D,master's degree,completed,82,73,72,75.67,32.8,88.8,medium,sometimes,no,8.1,no,D
female,group E,some college,none,69,92,93,84.67,28.7,65.4,low,rarely,no,6.9,no,B
female,group E,bachelor's degree,none,68,67,88,74.33,20.3,66.8,medium,rarely,no,6.3,no,B
female,group B,some college,none,74,56,52,60.67,7.1,89.3,medium,often,no,5.0,yes,F
male,group A,high school,none,52,73,72,65.67,23.5,88.5,medium,sometimes,no,7.8,no,D
male,group A,some college,completed,62,70,74,68.67,17.1,93.8,medium,sometimes,no,6.8,no,D
female,group D,master's degree,none,89,98,71,86.0,2.7,77.8,medium,always,no,8.1,no,C
male,group A,master's degree,completed,80,100,90,90.0,20.4,91.5,medium,rarely,yes,7.2,yes,B
female,group C,master's degree,none,93,85,88,88.67,31.0,83.4,low,sometimes,no,7.7,yes,C
male,group C,some high school,completed,80,55,72,69.0,28.5,74.9,medium,rarely,yes,6.6,no,B
female,group A,some high school,none,73,78,80,77.0,15.6,76.2,medium,always,no,7.7,no,B
male,group C,associate's degree,completed,80,81,93,84.67,7.6,95.9,low,always,no,7.6,yes,F
male,group B,high school,none,47,44,43,44.67,31.7,77.9,low,sometimes,yes,6.1,no,F
male,group E,associate's degree,none,55,47,53,51.67,30.4,62.8,medium,often,no,7.7,no,F
male,group E,master's degree,completed,98,100,100,99.33,27.4,95.4,low,sometimes,no,5.9,yes,B
male,group B,bachelor's degree,completed,48,63,58,56.33,18.9,86.8,low,rarely,no,8.4,no,F
female,group C,some high school,completed,91,84,92,89.0,19.9,81.2,medium,often,no,6.4,yes,B
female,group E,master's degree,completed,87,74,86,82.33,30.4,66.2,medium,rarely,yes,6.8,yes,C
male,group A,some high school,completed,72,76,98,82.0,31.0,76.7,medium,often,no,8.6,yes,D
female,group D,some college,none,77,52,62,63.67,33.6,63.9,medium,rarely,yes,5.1,no,C
female,group A,some high school,completed,88,71,83,80.67,30.0,60.8,high,rarely,no,7.4,yes,B
female,group E,master's degree,none,85,100,100,95.0,24.2,68.9,medium,sometimes,no,5.1,no,A
female,group C,associate's degree,none,64,60,60,61.33,17.1,84.3,medium,rarely,yes,7.4,no,D
female,group C,master's degree,none,82,67,66,71.67,19.7,78.0,high,rarely,no,6.8,yes,C
female,group C,some high school,none,71,74,64,69.67,15.6,69.1,high,rarely,no,7.3,no,A
male,group E,some college,none,76,90,92,86.0,7.1,95.2,high,always,yes,6.7,yes,C
male,group C,associate's degree,none,71,75,50,65.33,20.4,88.3,low,rarely,yes,5.7,yes,C
male,group E,associate's degree,completed,60,77,72,69.67,18.4,68.6,low,rarely,no,5.2,yes,B
female,group C,bachelor's degree,none,64,56,63,61.0,6.7,60.4,medium,always,no,8.2,yes,D
male,group D,high school,completed,44,51,39,44.67,12.4,63.5,low,often,no,5.9,no,F
female,group A,some college,none,81,78,81,80.0,2.4,80.8,high,always,yes,7.4,no,F
female,group C,some college,none,63,71,78,70.67,32.6,93.1,medium,often,yes,6.3,yes,F
female,group B,associate's degree,completed,93,100,97,96.67,18.6,62.7,medium,always,no,7.9,no,B
female,group A,high school,none,100,99,94,97.67,31.3,93.8,low,always,yes,7.1,no,A
male,group D,master's degree,completed,95,85,79,86.33,26.9,68.8,low,always,no,6.6,no,F
female,group A,some college,none,83,89,87,86.33,13.7,71.4,medium,always,yes,5.7,yes,B
female,group B,master's degree,completed,92,92,86,90.0,34.4,75.6,medium,rarely,yes,5.3,no,B
female,group A,some high school,none,38,36,37,37.0,16.3,62.2,low,often,no,7.1,no,D
male,group B,bachelor's degree,none,80,100,100,93.33,5.3,84.4,high,sometimes,yes,5.8,yes,A
female,group E,master's degree,completed,64,84,80,76.0,9.6,73.1,medium,sometimes,yes,5.8,no,C
female,group C,master's degree,completed,84,92,85,87.0,31.7,66.6,medium,often,yes,8.2,yes,D
female,group E,some college,none,100,76,100,92.0,10.4,70.5,high,often,no,7.2,no,B
female,group D,some high school,completed,94,77,88,86.33,9.6,90.9,medium,often,no,6.4,no,A
female,group C,some high school,completed,70,87,94,83.67,20.7,78.9,high,always,no,7.0,yes,F
female,group B,master's degree,completed,97,89,100,95.33,3.9,65.6,high,often,yes,7.9,yes,A
female,group D,some high school,none,58,73,64,65.0,6.2,79.1,high,sometimes,yes,8.1,no,C
female,group B,high school,completed,76,79,85,80.0,29.8,76.6,high,often,no,8.1,yes,C
female,group C,master's degree,none,100,95,100,98.33,29.9,73.9,low,always,yes,7.6,yes,B
female,group E,some college,completed,37,61,43,47.0,13.3,63.4,medium,rarely,no,9.0,yes,D
female,group C,bachelor's degree,none,77,79,88,81.33,23.5,73.2,high,often,yes,6.6,yes,D
male,group E,bachelor's degree,none,94,100,78,90.67,18.9,97.7,high,sometimes,yes,5.2,no,C
female,group A,high school,completed,85,100,100,95.0,20.9,94.1,low,often,no,6.0,yes,A
male,group E,high school,none,75,62,82,73.0,23.7,77.6,medium,often,no,5.2,yes,D
male,group D,bachelor's degree,none,51,52,49,50.67,17.9,65.0,medium,rarely,no,5.9,yes,D
female,group B,some college,completed,95,87,91,91.0,29.0,94.4,high,often,no,7.5,yes,D
female,group B,some high school,none,54,34,62,50.0,23.4,74.0,low,sometimes,yes,8.7,yes,C
male,group B,bachelor's degree,completed,55,66,61,60.67,5.7,63.8,low,sometimes,yes,6.3,yes,C
male,group E,some high school,none,70,69,57,65.33,3.1,72.8,low,sometimes,no,8.2,yes,A
male,group B,some high school,none,62,48,52,54.0,5.3,70.9,low,often,yes,8.3,yes,C
male,group B,master's degree,none,78,94,90,87.33,12.6,83.1,high,rarely,yes,5.3,no,D
female,group E,bachelor's degree,completed,88,86,99,91.0,26.9,84.3,medium,sometimes,yes,7.5,no,D
male,group A,associate's degree,none,72,84,85,80.33,26.2,91.1,medium,rarely,no,8.5,no,A
male,group C,bachelor's degree,completed,63,80,86,76.33,29.4,77.8,low,sometimes,no,7.3,no,D
female,group D,bachelor's degree,none,34,60,42,45.33,7.2,83.8,low,rarely,yes,7.4,no,D
male,group D,some college,none,72,56,80,69.33,9.5,66.9,medium,always,yes,7.7,no,D
female,group C,some college,completed,100,100,94,98.0,14.8,72.5,high,always,yes,6.8,yes,A
male,group D,some high school,none,50,41,58,49.67,30.5,91.3,low,rarely,no,8.7,yes,D
female,group D,master's degree,completed,72,78,71,73.67,2.2,82.6,medium,often,no,6.4,yes,F
male,group B,master's degree,none,71,88,91,83.33,30.2,70.6,low,rarely,no,7.1,no,A
female,group E,high school,none,63,78,68,69.67,21.5,89.5,high,rarely,no,7.3,yes,B
female,group C,some college,none,75,72,63,70.0,4.6,77.2,low,sometimes,yes,7.2,no,A
male,group A,some high school,completed,83,100,94,92.33,26.9,85.9,medium,always,no,7.5,no,B
female,group C,master's degree,none,90,94,98,94.0,33.1,92.7,high,rarely,yes,7.4,yes,B
male,group A,some college,none,80,100,100,93.33,11.8,80.6,high,always,no,5.7,no,D
female,group B,bachelor's degree,completed,83,81,90,84.67,19.3,89.0,medium,always,yes,6.7,no,F
female,group E,master's degree,none,74,73,79,75.33,18.4,83.2,low,sometimes,no,6.1,yes,A
male,group C,high school,completed,79,67,85,77.0,4.5,64.2,medium,often,no,8.3,yes,A
female,group D,high school,completed,62,49,75,62.0,18.0,72.2,medium,sometimes,no,7.1,yes,D
male,group D,some high school,none,59,48,56,54.33,16.0,73.9,low,often,no,7.8,no,D
female,group A,associate's degree,completed,76,81,100,85.67,5.5,93.8,medium,sometimes,no,7.9,no,A
female,group A,high school,none,83,95,82,86.67,10.5,78.2,high,always,yes,5.1,no,C
female,group B,some college,completed,74,85,82,80.33,29.0,81.9,low,rarely,yes,5.2,no,C
male,group B,some high school,completed,94,91,80,88.33,9.5,68.8,medium,sometimes,yes,5.8,yes,A
male,group D,associate's degree,none,68,71,94,77.67,18.6,78.6,high,often,no,6.0,yes,D
male,group D,associate's degree,none,76,77,76,76.33,26.8,76.9,medium,rarely,no,7.1,yes,C
female,group D,some high school,completed,56,69,56,60.33,25.8,68.2,medium,often,yes,6.4,yes,F
female,group D,bachelor's degree,completed,58,53,42,51.0,6.6,76.0,medium,sometimes,no,8.9,no,F
male,group A,associate's degree,completed,87,81,100,89.33,18.1,88.1,medium,rarely,yes,7.1,yes,B
female,group D,bachelor's degree,completed,85,68,72,75.0,14.5,83.1,medium,often,no,8.2,no,D
female,group E,some high school,none,78,66,66,70.0,6.8,92.4,low,often,yes,5.9,no,C
female,group E,high school,none,66,65,62,64.33,17.2,73.0,low,sometimes,no,6.9,no,D
male,group E,master's degree,completed,96,100,97,97.67,31.3,78.7,medium,always,no,7.6,yes,F
male,group D,bachelor's degree,none,93,87,79,86.33,21.8,88.4,low,often,no,8.8,yes,B
female,group D,high school,completed,85,89,83,85.67,27.6,82.1,low,sometimes,yes,7.6,no,A
male,group C,bachelor's degree,completed,97,95,97,96.33,8.5,98.5,high,always,yes,7.0,yes,B
male,group D,some high school,none,40,51,41,44.0,15.5,81.8,medium,sometimes,no,7.2,no,D
male,group E,high school,none,56,72,63,63.67,6.2,97.3,medium,sometimes,no,7.4,no,D
female,group D,bachelor's degree,none,100,85,88,91.0,27.4,74.7,low,sometimes,yes,8.8,no,A
female,group C,bachelor's degree,completed,67,73,71,70.33,11.4,70.8,high,rarely,no,8.4,yes,B
female,group D,bachelor's degree,completed,65,65,56,62.0,9.7,91.9,medium,rarely,yes,7.3,no,C
male,group D,some high school,none,85,100,100,95.0,24.3,88.1,high,often,yes,7.9,no,A
female,group B,some high school,none,96,74,93,87.67,31.8,60.6,low,often,yes,8.7,yes,A
female,group D,master's degree,completed,98,100,99,99.0,33.7,87.1,high,always,no,7.3,yes,A
male,group C,high school,completed,100,100,100,100.0,32.8,63.0,high,always,yes,7.0,no,B
female,group A,some high school,completed,61,68,79,69.33,33.1,62.6,medium,always,yes,6.6,yes,D
male,group E,bachelor's degree,completed,100,92,100,97.33,29.9,65.1,high,sometimes,no,5.4,no,A
female,group B,bachelor's degree,none,62,54,44,53.33,32.6,76.1,low,rarely,no,8.6,yes,F
male,group D,associate's degree,completed,85,88,99,90.67,32.6,78.2,high,always,no,7.9,no,A
female,group A,some college,completed,100,99,100,99.67,24.8,73.4,high,rarely,no,7.8,yes,A
female,group E,some college,completed,86,100,92,92.67,18.1,78.0,high,always,no,5.8,yes,B
male,group D,some high school,none,35,53,34,40.67,12.0,90.8,low,rarely,yes,6.3,yes,C
